Claim Number,AGE, INCOME ,MARITAL_STATUS,EDUCATION,MVR_POINTS,CAR_AGE,LOCATION, OLD_CLAIM ,PREMIUM
3446,24," $12,871.00 ",No,Bachelors,0,6,Highly Urban/ Urban, $-   , $-   
3447,36, $-   ,No,High School,0,1,Highly Rural/ Rural, $-   , $-   
3448,29," $30,447.00 ",Yes,High School,1,1,Highly Rural/ Rural, $-   , $-   
3449,55," $188,788.00 ",Yes,PhD,1,14,Highly Urban/ Urban, $-   , $-   
3450,54," $82,395.00 ",No,Masters,1,16,Highly Urban/ Urban, $-   , $-   
3451,45, $-   ,Yes,High School,8,7,Highly Urban/ Urban," $29,651.00 "," $37,063.75 "
3452,44," $250,286.00 ",Yes,PhD,2,18,Highly Urban/ Urban, $-   , $-   
3453,40," $31,993.00 ",No,<High School,0,6,Highly Urban/ Urban," $1,128.00 "," $1,410.00 "
3454,32," $35,793.00 ",No,High School,0,1,Highly Rural/ Rural, $-   , $-   
3455,59," $71,197.00 ",No,High School,0,6,Highly Urban/ Urban, $-   , $-   
3456,52," $97,336.00 ",No,Bachelors,0,10,Highly Urban/ Urban, $-   , $-   
3457,66," $33,644.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
3458,35," $69,592.00 ",No,Masters,1,17,Highly Urban/ Urban, $-   , $-   
3459,61," $24,049.00 ",No,High School,0,7,Highly Urban/ Urban, $-   , $-   
3460,45," $16,227.00 ",Yes,High School,6,1,Highly Urban/ Urban, $-   , $-   
3461,60," $37,940.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
3462,59," $79,380.00 ",Yes,High School,8,9,Highly Urban/ Urban," $3,960.00 "," $4,950.00 "
3463,55," $112,423.00 ",Yes,Bachelors,0,1,Highly Urban/ Urban, $-   , $-   
3464,32," $66,841.00 ",No,Bachelors,0,9,Highly Urban/ Urban, $-   , $-   
3465,48, $-   ,No,Bachelors,0,8,Highly Rural/ Rural, $-   , $-   
3466,26, $-   ,Yes,<High School,1,6,Highly Urban/ Urban, $-   , $-   
3467,43, $-   ,No,High School,4,5,Highly Rural/ Rural," $2,434.00 "," $3,042.50 "
3468,41," $64,957.00 ",Yes,Masters,3,7,Highly Urban/ Urban," $7,323.00 "," $9,153.75 "
3469,52," $101,637.00 ",Yes,Masters,1,10,Highly Urban/ Urban, $-   , $-   
3470,31," $17,567.00 ",No,<High School,0,5,Highly Urban/ Urban, $-   , $-   
3471,57," $162,165.00 ",No,PhD,0,20,Highly Urban/ Urban, $-   , $-   
3472,46," $73,644.00 ",Yes,Bachelors,0,6,Highly Rural/ Rural, $-   , $-   
3473,46," $19,270.00 ",Yes,<High School,0,1,Highly Rural/ Rural, $-   , $-   
3474,34," $56,113.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   , $-   
3475,37," $102,769.00 ",Yes,Bachelors,0,10,Highly Urban/ Urban, $-   , $-   
3476,42," $32,808.00 ",Yes,<High School,1,1,Highly Urban/ Urban," $1,188.00 "," $1,485.00 "
3477,42," $9,671.00 ",Yes,High School,4,1,Highly Urban/ Urban," $3,986.00 "," $4,982.50 "
3478,51," $70,846.00 ",No,PhD,0,12,Highly Urban/ Urban, $-   , $-   
3479,36," $32,252.00 ",Yes,High School,5,1,Highly Urban/ Urban," $10,383.00 "," $12,978.75 "
3480,39," $66,962.00 ",Yes,High School,2,9,Highly Urban/ Urban, $-   , $-   
3481,45," $79,586.00 ",Yes,Masters,0,13,Highly Urban/ Urban," $5,006.00 "," $6,257.50 "
3482,40," $26,555.00 ",Yes,<High School,1,1,Highly Urban/ Urban, $-   , $-   
3483,56," $68,800.00 ",Yes,Masters,0,14,Highly Urban/ Urban," $3,631.00 "," $4,538.75 "
3484,56," $199,336.00 ",Yes,PhD,1,16,Highly Urban/ Urban, $-   , $-   
3485,34," $56,095.00 ",Yes,Bachelors,0,5,Highly Urban/ Urban, $-   , $-   
3486,54," $72,540.00 ",Yes,Masters,4,10,Highly Urban/ Urban," $32,145.00 "," $40,181.25 "
3487,44," $26,653.00 ",No,High School,1,1,Highly Urban/ Urban, $-   , $-   
3488,40," $109,956.00 ",No,<High School,2,1,Highly Urban/ Urban," $3,869.00 "," $4,836.25 "
3489,53," $109,230.00 ",Yes,PhD,0,6,Highly Urban/ Urban, $-   , $-   
3490,52," $38,442.00 ",No,Bachelors,0,1,Highly Urban/ Urban, $-   , $-   
3491,36," $78,379.00 ",Yes,Bachelors,3,13,Highly Urban/ Urban," $7,419.00 "," $9,273.75 "
3492,38," $19,207.00 ",No,Masters,4,14,Highly Urban/ Urban," $13,591.00 "," $16,988.75 "
3493,42," $109,919.00 ",Yes,Masters,0,8,Highly Urban/ Urban, $-   , $-   
3494,55," $121,913.00 ",No,Masters,0,8,Highly Urban/ Urban, $-   , $-   
3495,51," $52,395.00 ",No,Bachelors,0,4,Highly Urban/ Urban," $4,447.00 "," $5,558.75 "
3496,21, $360.00 ,No,High School,1,8,Highly Rural/ Rural," $6,117.00 "," $7,646.25 "
3497,40," $38,957.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
3498,57," $6,018.00 ",No,<High School,1,1,Highly Urban/ Urban, $-   , $-   
3499,33," $32,708.00 ",No,High School,4,1,Highly Urban/ Urban," $7,343.00 "," $9,178.75 "
3500,51," $72,037.00 ",No,High School,6,8,Highly Urban/ Urban," $6,162.00 "," $7,702.50 "
3501,58," $95,447.00 ",No,Bachelors,0,13,Highly Urban/ Urban, $-   , $-   
3502,37," $18,784.00 ",No,High School,3,5,Highly Urban/ Urban," $26,827.00 "," $33,533.75 "
3503,37, $-   ,No,Bachelors,0,10,Highly Urban/ Urban, $-   , $-   
3504,54," $20,058.00 ",Yes,<High School,0,7,Highly Urban/ Urban, $-   , $-   
3505,46," $136,301.00 ",No,PhD,8,16,Highly Urban/ Urban," $1,155.00 "," $1,443.75 "
3506,51," $188,841.00 ",Yes,PhD,3,9,Highly Urban/ Urban, $-   , $-   
3507,37," $92,633.00 ",Yes,High School,2,7,Highly Rural/ Rural, $-   , $-   
3508,36," $20,765.00 ",No,<High School,6,1,Highly Urban/ Urban, $-   , $-   
3509,49, $-   ,Yes,Bachelors,1,15,Highly Urban/ Urban," $7,399.00 "," $9,248.75 "
3510,60," $79,245.00 ",No,High School,0,8,Highly Urban/ Urban, $-   , $-   
3511,39," $97,766.00 ",No,Bachelors,1,1,Highly Urban/ Urban," $8,835.00 "," $11,043.75 "
3512,53," $32,956.00 ",Yes,High School,5,1,Highly Urban/ Urban, $-   , $-   
3513,54," $107,553.00 ",No,High School,2,1,Highly Urban/ Urban, $-   , $-   
3514,46," $64,030.00 ",Yes,Masters,7,13,Highly Urban/ Urban," $30,807.00 "," $38,508.75 "
3515,42," $54,996.00 ",No,Bachelors,4,7,Highly Urban/ Urban," $5,827.00 "," $7,283.75 "
3516,46," $214,653.00 ",Yes,PhD,0,16,Highly Urban/ Urban," $7,327.00 "," $9,158.75 "
3517,44," $90,939.00 ",Yes,Masters,1,8,Highly Urban/ Urban, $-   , $-   
3518,38," $95,197.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   , $-   
3519,35," $21,075.00 ",No,<High School,4,6,Highly Urban/ Urban, $778.00 , $972.50 
3520,37," $32,497.00 ",No,High School,0,1,Highly Urban/ Urban, $-   , $-   
3521,47," $14,359.00 ",Yes,Bachelors,6,11,Highly Urban/ Urban, $-   , $-   
3522,51," $27,450.00 ",Yes,High School,2,1,Highly Rural/ Rural, $-   , $-   
3523,50," $23,773.00 ",No,<High School,5,1,Highly Urban/ Urban," $6,552.00 "," $8,190.00 "
3524,51," $105,194.00 ",Yes,Masters,0,9,Highly Urban/ Urban, $-   , $-   
3525,27," $58,576.00 ",No,Bachelors,3,5,Highly Urban/ Urban," $2,101.00 "," $2,626.25 "
3526,22," $33,571.00 ",No,High School,0,8,Highly Urban/ Urban, $-   , $-   
3527,42," $68,330.00 ",No,Bachelors,1,10,Highly Urban/ Urban, $-   , $-   
3528,51," $185,019.00 ",Yes,Masters,0,15,Highly Urban/ Urban, $-   , $-   
3529,41," $78,866.00 ",No,Bachelors,2,6,Highly Urban/ Urban," $6,856.00 "," $8,570.00 "
3530,41," $57,073.00 ",Yes,High School,2,1,Highly Urban/ Urban, $-   , $-   
3531,62," $69,331.00 ",Yes,PhD,0,19,Highly Urban/ Urban," $5,837.00 "," $7,296.25 "
3532,60," $128,275.00 ",No,PhD,4,13,Highly Urban/ Urban," $3,977.00 "," $4,971.25 "
3533,48," $132,114.00 ",Yes,Masters,0,16,Highly Rural/ Rural, $-   , $-   
3534,59," $12,359.00 ",No,High School,1,1,Highly Rural/ Rural, $-   , $-   
3535,48," $84,647.00 ",Yes,PhD,0,15,Highly Urban/ Urban," $30,076.00 "," $37,595.00 "
3536,33," $120,322.00 ",No,Bachelors,0,12,Highly Urban/ Urban," $26,318.00 "," $32,897.50 "
3537,55," $59,543.00 ",Yes,Bachelors,4,5,Highly Urban/ Urban, $677.00 , $846.25 
3538,55," $18,244.00 ",Yes,High School,2,11,Highly Rural/ Rural, $-   , $-   
3539,43," $69,476.00 ",No,<High School,0,6,Highly Urban/ Urban," $2,516.00 "," $3,145.00 "
3540,50," $43,892.00 ",Yes,High School,2,8,Highly Rural/ Rural, $-   , $-   
3541,48," $56,814.00 ",No,High School,0,1,Highly Urban/ Urban, $-   , $-   
3542,32," $35,119.00 ",No,High School,4,7,Highly Urban/ Urban," $34,233.00 "," $42,791.25 "
3543,49," $143,719.00 ",No,PhD,0,25,Highly Urban/ Urban, $-   , $-   
3544,57," $134,837.00 ",Yes,Bachelors,0,14,Highly Urban/ Urban, $-   , $-   
3545,58," $30,360.00 ",No,High School,4,1,Highly Urban/ Urban," $6,060.00 "," $7,575.00 "
3546,45," $55,573.00 ",No,High School,4,9,Highly Urban/ Urban, $-   , $-   
3547,39," $80,021.00 ",No,Bachelors,1,13,Highly Urban/ Urban," $3,047.00 "," $3,808.75 "
3548,52," $52,626.00 ",No,Bachelors,6,9,Highly Urban/ Urban," $5,236.00 "," $6,545.00 "
3549,35," $116,870.00 ",No,Masters,3,4,Highly Urban/ Urban, $-   , $-   
3550,46, $-   ,Yes,Bachelors,0,13,Highly Rural/ Rural, $-   , $-   
3551,40," $52,856.00 ",No,Masters,0,13,Highly Urban/ Urban, $-   , $-   
3552,40," $83,891.00 ",Yes,Bachelors,0,12,Highly Rural/ Rural, $-   , $-   
3553,55," $253,058.00 ",Yes,PhD,0,14,Highly Urban/ Urban, $-   , $-   
3554,41," $97,614.00 ",Yes,Masters,1,21,Highly Urban/ Urban, $-   , $-   
3555,33, $-   ,Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
3556,57," $106,465.00 ",Yes,Masters,7,16,Highly Urban/ Urban," $11,528.00 "," $14,410.00 "
3557,41," $55,714.00 ",No,High School,0,1,Highly Rural/ Rural, $-   , $-   
3558,39," $140,275.00 ",Yes,Masters,0,11,Highly Urban/ Urban, $-   , $-   
3559,50," $45,215.00 ",No,High School,0,13,Highly Urban/ Urban, $-   , $-   
3560,43, $-   ,Yes,<High School,9,6,Highly Urban/ Urban," $5,767.00 "," $7,208.75 "
3561,37," $29,058.00 ",No,High School,3,1,Highly Rural/ Rural, $-   , $-   
3562,54," $18,019.00 ",No,High School,0,7,Highly Rural/ Rural, $-   , $-   
3563,50, $-   ,Yes,Masters,1,17,Highly Rural/ Rural, $-   , $-   
3564,54," $52,383.00 ",Yes,Bachelors,1,6,Highly Urban/ Urban, $-   , $-   
3565,60," $35,390.00 ",Yes,High School,0,8,Highly Urban/ Urban," $8,410.00 "," $10,512.50 "
3566,47," $243,751.00 ",No,PhD,1,17,Highly Urban/ Urban, $-   , $-   
3567,29," $33,572.00 ",No,<High School,6,1,Highly Urban/ Urban," $5,293.00 "," $6,616.25 "
3568,44," $18,154.00 ",Yes,<High School,1,1,Highly Urban/ Urban," $8,183.00 "," $10,228.75 "
3569,61," $103,293.00 ",Yes,PhD,0,14,Highly Urban/ Urban, $-   , $-   
3570,51," $152,156.00 ",Yes,Masters,0,10,Highly Urban/ Urban, $-   , $-   
3571,38," $15,252.00 ",Yes,<High School,0,1,Highly Urban/ Urban, $-   , $-   
3572,49," $34,127.00 ",Yes,Bachelors,3,7,Highly Urban/ Urban," $7,244.00 "," $9,055.00 "
3573,32," $11,898.00 ",Yes,<High School,2,1,Highly Rural/ Rural, $-   , $-   
3574,51, $-   ,Yes,High School,0,11,Highly Rural/ Rural, $-   , $-   
3575,48," $49,035.00 ",Yes,High School,1,6,Highly Urban/ Urban," $7,759.00 "," $9,698.75 "
3576,38," $178,356.00 ",No,PhD,0,19,Highly Urban/ Urban, $-   , $-   
3577,38," $3,151.00 ",Yes,High School,3,1,Highly Urban/ Urban," $3,826.00 "," $4,782.50 "
3578,42," $59,598.00 ",No,<High School,0,1,Highly Urban/ Urban, $-   , $-   
3579,44," $61,616.00 ",Yes,Bachelors,1,7,Highly Urban/ Urban, $-   , $-   
3580,48," $46,839.00 ",No,High School,0,1,Highly Rural/ Rural," $19,596.00 "," $24,495.00 "
3581,59," $23,892.00 ",No,<High School,2,7,Highly Rural/ Rural," $3,600.00 "," $4,500.00 "
3582,52, $-   ,Yes,PhD,1,9,Highly Rural/ Rural, $-   , $-   
3583,45," $34,675.00 ",Yes,<High School,0,3,Highly Urban/ Urban, $-   , $-   
3584,33," $40,071.00 ",Yes,Bachelors,0,10,Highly Urban/ Urban, $-   , $-   
3585,38," $36,193.00 ",No,High School,3,1,Highly Rural/ Rural," $6,436.00 "," $8,045.00 "
3586,33," $18,196.00 ",Yes,High School,0,8,Highly Urban/ Urban, $-   , $-   
3587,48," $78,254.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
3588,53," $96,093.00 ",Yes,Bachelors,0,14,Highly Urban/ Urban, $-   , $-   
3589,46," $75,983.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   , $-   
3590,40," $64,032.00 ",No,Masters,0,14,Highly Urban/ Urban, $-   , $-   
3591,35, $-   ,Yes,Bachelors,3,13,Highly Urban/ Urban, $-   , $-   
3592,59," $320,127.00 ",Yes,PhD,5,12,Highly Urban/ Urban," $6,375.00 "," $7,968.75 "
3593,30," $9,361.00 ",Yes,High School,0,1,Highly Urban/ Urban," $31,992.00 "," $39,990.00 "
3594,62," $189,238.00 ",No,Masters,2,21,Highly Urban/ Urban, $-   , $-   
3595,47, $-   ,No,High School,8,1,Highly Urban/ Urban," $4,754.00 "," $5,942.50 "
3596,52," $52,829.00 ",Yes,Bachelors,1,13,Highly Urban/ Urban, $-   , $-   
3597,31," $58,391.00 ",Yes,High School,0,8,Highly Urban/ Urban," $2,018.00 "," $2,522.50 "
3598,30," $32,809.00 ",Yes,High School,2,1,Highly Urban/ Urban, $-   , $-   
3599,40, $-   ,Yes,High School,5,1,Highly Urban/ Urban," $2,154.00 "," $2,692.50 "
3600,43," $33,403.00 ",Yes,Bachelors,0,7,Highly Rural/ Rural, $-   , $-   
3601,50," $96,762.00 ",Yes,Masters,1,16,Highly Urban/ Urban, $-   , $-   
3602,64," $15,878.00 ",Yes,<High School,0,1,Highly Urban/ Urban, $-   , $-   
3603,47," $28,966.00 ",Yes,<High School,1,1,Highly Rural/ Rural, $-   , $-   
3604,45," $107,327.00 ",No,Bachelors,3,9,Highly Urban/ Urban, $-   , $-   
3605,43, $636.00 ,No,<High School,0,5,Highly Urban/ Urban," $2,210.00 "," $2,762.50 "
3606,62, $-   ,Yes,High School,1,1,Highly Urban/ Urban, $-   , $-   
3607,42," $67,644.00 ",Yes,Bachelors,5,8,Highly Urban/ Urban, $-   , $-   
3608,45, $-   ,No,<High School,3,4,Highly Rural/ Rural, $-   , $-   
3609,50," $100,094.00 ",Yes,Masters,3,13,Highly Urban/ Urban," $21,533.00 "," $26,916.25 "
3610,36," $52,720.00 ",No,High School,0,1,Highly Rural/ Rural, $-   , $-   
3611,54," $52,182.00 ",Yes,<High School,0,1,Highly Rural/ Rural, $-   , $-   
3612,28, $-   ,No,Bachelors,0,13,Highly Urban/ Urban," $6,905.00 "," $8,631.25 "
3613,51," $26,416.00 ",No,<High School,0,1,Highly Urban/ Urban, $-   , $-   
3614,55," $244,905.00 ",Yes,PhD,0,10,Highly Urban/ Urban," $5,353.00 "," $6,691.25 "
3615,43," $35,313.00 ",Yes,High School,2,6,Highly Urban/ Urban, $-   , $-   
3616,50," $47,943.00 ",No,High School,2,8,Highly Urban/ Urban, $-   , $-   
3617,50, $-   ,Yes,<High School,4,1,Highly Urban/ Urban," $17,009.00 "," $21,261.25 "
3618,36," $84,674.00 ",Yes,Masters,0,11,Highly Urban/ Urban, $-   , $-   
3619,50," $77,559.00 ",Yes,High School,3,4,Highly Urban/ Urban, $-   , $-   
3620,27," $104,575.00 ",No,Bachelors,2,12,Highly Urban/ Urban, $-   , $-   
3621,52," $74,468.00 ",Yes,Masters,0,16,Highly Urban/ Urban, $-   , $-   
3622,60," $40,092.00 ",Yes,Bachelors,0,10,Highly Urban/ Urban," $6,196.00 "," $7,745.00 "
3623,51," $188,187.00 ",No,PhD,1,20,Highly Urban/ Urban, $-   , $-   
3624,43," $45,289.00 ",No,High School,0,1,Highly Rural/ Rural, $-   , $-   
3625,43," $112,450.00 ",No,Masters,3,18,Highly Urban/ Urban, $-   , $-   
3626,27," $98,136.00 ",Yes,Masters,0,13,Highly Urban/ Urban, $-   , $-   
3627,48," $113,886.00 ",No,PhD,0,15,Highly Urban/ Urban," $7,196.00 "," $8,995.00 "
3628,53," $32,073.00 ",Yes,High School,0,10,Highly Rural/ Rural, $-   , $-   
3629,35," $51,912.00 ",No,High School,0,9,Highly Rural/ Rural, $-   , $-   
3630,37," $29,002.00 ",Yes,High School,2,9,Highly Urban/ Urban, $-   , $-   
3631,35," $149,937.00 ",Yes,Bachelors,0,7,Highly Urban/ Urban, $-   , $-   
3632,48," $203,751.00 ",Yes,PhD,4,13,Highly Urban/ Urban," $2,175.00 "," $2,718.75 "
3633,52," $74,203.00 ",No,Bachelors,0,11,Highly Urban/ Urban, $-   , $-   
3634,38," $47,604.00 ",Yes,Bachelors,0,12,Highly Urban/ Urban, $-   , $-   
3635,36," $111,961.00 ",No,Bachelors,2,12,Highly Urban/ Urban, $-   , $-   
3636,45," $73,240.00 ",No,Masters,1,16,Highly Urban/ Urban, $-   , $-   
3637,28," $29,802.00 ",Yes,<High School,0,1,Highly Urban/ Urban, $-   , $-   
3638,45," $107,202.00 ",Yes,Masters,3,0,Highly Urban/ Urban," $32,164.00 "," $40,205.00 "
3639,56," $140,205.00 ",No,Masters,4,15,Highly Urban/ Urban, $-   , $-   
3640,43," $55,274.00 ",Yes,Bachelors,8,9,Highly Urban/ Urban," $4,500.00 "," $5,625.00 "
3641,52," $74,620.00 ",No,Masters,2,18,Highly Urban/ Urban," $5,029.00 "," $6,286.25 "
3642,32, $-   ,Yes,High School,3,10,Highly Urban/ Urban," $6,867.00 "," $8,583.75 "
3643,51, $-   ,Yes,High School,3,1,Highly Rural/ Rural, $-   , $-   
3644,50," $74,366.00 ",Yes,Bachelors,1,11,Highly Urban/ Urban," $4,563.00 "," $5,703.75 "
3645,59," $264,817.00 ",No,PhD,1,11,Highly Urban/ Urban, $-   , $-   
3646,61," $28,350.00 ",Yes,Bachelors,2,18,Highly Urban/ Urban," $9,637.00 "," $12,046.25 "
3647,29," $5,292.00 ",No,High School,0,8,Highly Urban/ Urban, $-   , $-   
3648,42," $61,415.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
3649,48, $-   ,No,<High School,0,1,Highly Rural/ Rural, $-   , $-   
3650,36," $102,382.00 ",No,PhD,0,12,Highly Urban/ Urban, $-   , $-   
3651,44," $60,398.00 ",Yes,High School,5,9,Highly Urban/ Urban," $3,751.00 "," $4,688.75 "
3652,46," $146,882.00 ",No,PhD,3,10,Highly Urban/ Urban," $8,170.00 "," $10,212.50 "
3653,54," $114,434.00 ",Yes,Masters,2,19,Highly Urban/ Urban, $-   , $-   
3654,40," $72,551.00 ",No,High School,2,8,Highly Urban/ Urban," $4,895.00 "," $6,118.75 "
3655,57, $-   ,Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
3656,41," $45,627.00 ",No,<High School,5,1,Highly Urban/ Urban," $8,756.00 "," $10,945.00 "
3657,39," $75,121.00 ",Yes,Bachelors,2,9,Highly Urban/ Urban, $-   , $-   
3658,33," $39,156.00 ",No,High School,0,1,Highly Rural/ Rural, $-   , $-   
3659,48," $48,837.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
3660,49," $94,464.00 ",Yes,PhD,0,15,Highly Urban/ Urban," $7,016.00 "," $8,770.00 "
3661,44," $27,508.00 ",No,Masters,1,14,Highly Rural/ Rural, $-   , $-   
3662,33," $110,125.00 ",Yes,Masters,0,16,Highly Urban/ Urban, $-   , $-   
3663,57," $94,167.00 ",No,PhD,0,20,Highly Urban/ Urban, $-   , $-   
3664,45," $39,978.00 ",Yes,Bachelors,1,12,Highly Urban/ Urban, $-   , $-   
3665,55," $51,811.00 ",No,Bachelors,0,11,Highly Urban/ Urban," $1,815.00 "," $2,268.75 "
3666,35," $27,396.00 ",Yes,<High School,0,4,Highly Urban/ Urban, $-   , $-   
3667,41," $69,083.00 ",Yes,Bachelors,2,16,Highly Urban/ Urban," $6,168.00 "," $7,710.00 "
3668,54," $5,340.00 ",No,Bachelors,0,12,Highly Rural/ Rural, $-   , $-   
3669,46," $91,685.00 ",Yes,Bachelors,0,5,Highly Urban/ Urban, $-   , $-   
3670,52," $26,116.00 ",No,High School,1,7,Highly Rural/ Rural, $-   , $-   
3671,31," $80,861.00 ",Yes,Bachelors,1,6,Highly Rural/ Rural, $-   , $-   
3672,36, $-   ,Yes,High School,0,7,Highly Rural/ Rural, $-   , $-   
3673,51," $93,268.00 ",Yes,<High School,1,3,Highly Urban/ Urban, $-   , $-   
3674,51," $31,860.00 ",No,High School,3,1,Highly Urban/ Urban, $-   , $-   
3675,43," $9,879.00 ",Yes,High School,0,1,Highly Urban/ Urban," $5,336.00 "," $6,670.00 "
3676,34," $6,953.00 ",No,<High School,2,5,Highly Urban/ Urban, $-   , $-   
3677,54," $82,465.00 ",No,Bachelors,0,11,Highly Rural/ Rural, $-   , $-   
3678,44," $76,922.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
3679,52," $95,833.00 ",Yes,Bachelors,0,8,Highly Urban/ Urban, $-   , $-   
3680,58," $84,608.00 ",No,Masters,0,15,Highly Urban/ Urban, $-   , $-   
3681,53, $-   ,Yes,PhD,3,14,Highly Urban/ Urban," $1,909.00 "," $2,386.25 "
3682,36," $69,714.00 ",Yes,Bachelors,9,8,Highly Urban/ Urban, $597.00 , $746.25 
3683,53," $51,802.00 ",No,High School,2,11,Highly Rural/ Rural, $-   , $-   
3684,38," $97,114.00 ",No,Bachelors,1,5,Highly Urban/ Urban, $-   , $-   
3685,33," $77,951.00 ",No,Bachelors,2,1,Highly Urban/ Urban," $8,294.00 "," $10,367.50 "
3686,21, $360.00 ,No,High School,0,8,Highly Rural/ Rural," $36,775.00 "," $45,968.75 "
3687,32," $5,768.00 ",No,High School,2,1,Highly Urban/ Urban," $3,409.00 "," $4,261.25 "
3688,53, $-   ,No,Masters,0,14,Highly Rural/ Rural, $-   , $-   
3689,49," $4,216.00 ",Yes,Bachelors,1,17,Highly Urban/ Urban," $4,466.00 "," $5,582.50 "
3690,51," $11,070.00 ",Yes,<High School,0,1,Highly Rural/ Rural, $-   , $-   
3691,45," $186,027.00 ",No,PhD,2,10,Highly Urban/ Urban," $2,104.00 "," $2,630.00 "
3692,66," $83,827.00 ",Yes,Bachelors,1,8,Highly Urban/ Urban, $-   , $-   
3693,37," $85,504.00 ",No,Bachelors,7,9,Highly Urban/ Urban," $21,481.00 "," $26,851.25 "
3694,48," $100,218.00 ",Yes,High School,4,9,Highly Urban/ Urban, $-   , $-   
3695,36," $7,585.00 ",Yes,<High School,0,3,Highly Urban/ Urban," $6,271.00 "," $7,838.75 "
3696,48, $-   ,Yes,Masters,5,14,Highly Urban/ Urban," $3,867.00 "," $4,833.75 "
3697,56," $133,949.00 ",Yes,Bachelors,0,1,Highly Rural/ Rural," $7,557.00 "," $9,446.25 "
3698,53," $17,424.00 ",Yes,Bachelors,0,1,Highly Rural/ Rural, $-   , $-   
3699,50, $-   ,Yes,Masters,4,16,Highly Urban/ Urban," $32,135.00 "," $40,168.75 "
3700,50," $55,246.00 ",Yes,Masters,2,24,Highly Rural/ Rural, $-   , $-   
3701,46," $116,634.00 ",No,Bachelors,0,14,Highly Urban/ Urban, $-   , $-   
3702,59," $68,526.00 ",Yes,Masters,2,12,Highly Urban/ Urban," $5,714.00 "," $7,142.50 "
3703,53," $16,536.00 ",Yes,Bachelors,2,6,Highly Urban/ Urban, $-   , $-   
3704,38," $48,484.00 ",Yes,Bachelors,7,11,Highly Urban/ Urban," $5,726.00 "," $7,157.50 "
3705,43," $77,488.00 ",Yes,Bachelors,5,12,Highly Urban/ Urban, $954.00 ," $1,192.50 "
3706,45," $37,986.00 ",Yes,High School,0,6,Highly Urban/ Urban, $-   , $-   
3707,42," $43,834.00 ",No,High School,1,1,Highly Rural/ Rural, $-   , $-   
3708,34," $95,438.00 ",Yes,<High School,5,7,Highly Urban/ Urban," $19,629.00 "," $24,536.25 "
3709,44," $69,785.00 ",Yes,High School,0,8,Highly Urban/ Urban," $2,615.00 "," $3,268.75 "
3710,42," $126,381.00 ",Yes,High School,2,1,Highly Urban/ Urban," $8,748.00 "," $10,935.00 "
3711,35," $116,036.00 ",No,Bachelors,2,12,Highly Urban/ Urban," $6,049.00 "," $7,561.25 "
3712,52," $63,346.00 ",Yes,High School,2,8,Highly Urban/ Urban, $-   , $-   
3713,49," $24,894.00 ",Yes,<High School,1,1,Highly Urban/ Urban," $4,794.00 "," $5,992.50 "
3714,51," $78,387.00 ",No,Masters,0,21,Highly Urban/ Urban, $-   , $-   
3715,54," $58,360.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
3716,34," $24,795.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
3717,37," $135,035.00 ",Yes,Bachelors,0,8,Highly Urban/ Urban, $-   , $-   
3718,44," $79,557.00 ",Yes,Bachelors,7,1,Highly Urban/ Urban," $53,986.00 "," $67,482.50 "
3719,57," $102,493.00 ",Yes,Bachelors,0,1,Highly Urban/ Urban, $-   , $-   
3720,52," $30,775.00 ",No,High School,5,6,Highly Urban/ Urban," $15,089.00 "," $18,861.25 "
3721,43," $45,909.00 ",No,High School,0,7,Highly Urban/ Urban, $-   , $-   
3722,56," $210,660.00 ",Yes,PhD,3,11,Highly Urban/ Urban," $57,037.00 "," $71,296.25 "
3723,55," $42,357.00 ",Yes,Bachelors,3,9,Highly Urban/ Urban," $5,551.00 "," $6,938.75 "
3724,38, $-   ,Yes,<High School,6,6,Highly Urban/ Urban," $6,753.00 "," $8,441.25 "
3725,65," $13,880.00 ",Yes,Masters,1,15,Highly Urban/ Urban," $10,138.00 "," $12,672.50 "
3726,48," $79,916.00 ",Yes,Masters,0,15,Highly Rural/ Rural, $-   , $-   
3727,42, $-   ,No,<High School,3,8,Highly Urban/ Urban, $-   , $-   
3728,47," $8,575.00 ",Yes,Bachelors,2,9,Highly Urban/ Urban, $-   , $-   
3729,32," $53,770.00 ",Yes,Bachelors,2,10,Highly Urban/ Urban, $-   , $-   
3730,47," $14,096.00 ",Yes,Bachelors,0,20,Highly Urban/ Urban," $5,101.00 "," $6,376.25 "
3731,68," $26,884.00 ",Yes,High School,1,12,Highly Rural/ Rural, $-   , $-   
3732,35," $45,651.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
