Claim Number,AGE, INCOME ,MARITAL_STATUS,EDUCATION,MVR_POINTS,CAR_AGE,LOCATION, OLD_CLAIM ,PREMIUM
4560,42," $67,644.00 ",Yes,Bachelors,6,8,Highly Urban/ Urban," $6,730.00 ",#REF!
4561,31," $18,903.00 ",Yes,<High School,4,7,Highly Urban/ Urban, $-   ,#REF!
4562,39," $89,712.00 ",No,Bachelors,0,11,Highly Urban/ Urban, $988.00 ,#REF!
4563,53," $23,847.00 ",No,Bachelors,2,14,Highly Urban/ Urban, $-   ,#REF!
4564,38," $6,611.00 ",Yes,Bachelors,0,14,Highly Rural/ Rural, $-   ,#REF!
4565,32," $62,507.00 ",No,Bachelors,5,1,Highly Urban/ Urban," $42,535.00 ",#REF!
4566,51," $30,758.00 ",Yes,<High School,6,5,Highly Urban/ Urban," $4,868.00 ",#REF!
4567,50," $22,365.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4568,33," $93,258.00 ",Yes,Bachelors,1,7,Highly Urban/ Urban," $5,480.00 ",#REF!
4569,54," $33,472.00 ",Yes,<High School,4,1,Highly Urban/ Urban," $46,753.00 ",#REF!
4570,47," $42,991.00 ",Yes,<High School,0,1,Highly Urban/ Urban, $-   ,#REF!
4571,49," $100,260.00 ",No,Bachelors,5,13,Highly Urban/ Urban," $2,957.00 ",#REF!
4572,42," $65,598.00 ",Yes,Masters,4,10,Highly Urban/ Urban," $4,332.00 ",#REF!
4573,35," $134,536.00 ",No,PhD,4,14,Highly Urban/ Urban," $4,292.00 ",#REF!
4574,41," $153,270.00 ",Yes,Bachelors,5,6,Highly Urban/ Urban," $31,683.00 ",#REF!
4575,55," $60,436.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   ,#REF!
4576,45," $43,998.00 ",Yes,Masters,1,15,Highly Urban/ Urban, $-   ,#REF!
4577,53," $90,526.00 ",Yes,Bachelors,0,9,Highly Rural/ Rural, $-   ,#REF!
4578,36," $111,961.00 ",No,Bachelors,0,12,Highly Urban/ Urban," $9,055.00 ",#REF!
4579,40," $64,520.00 ",No,Masters,1,14,Highly Urban/ Urban," $3,295.00 ",#REF!
4580,39," $34,237.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   ,#REF!
4581,52," $63,936.00 ",Yes,High School,2,1,Highly Urban/ Urban, $-   ,#REF!
4582,30," $36,720.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4583,36, $-   ,Yes,<High School,0,1,Highly Urban/ Urban, $-   ,#REF!
4584,46," $108,439.00 ",No,PhD,0,14,Highly Urban/ Urban," $5,293.00 ",#REF!
4585,44," $27,222.00 ",No,<High School,1,1,Highly Rural/ Rural, $-   ,#REF!
4586,45," $63,432.00 ",No,Bachelors,6,15,Highly Urban/ Urban," $1,201.00 ",#REF!
4587,45," $170,576.00 ",Yes,Masters,4,14,Highly Urban/ Urban," $7,097.00 ",#REF!
4588,43," $74,276.00 ",Yes,High School,4,1,Highly Urban/ Urban," $31,392.00 ",#REF!
4589,56," $37,695.00 ",Yes,High School,0,4,Highly Urban/ Urban, $-   ,#REF!
4590,26," $27,666.00 ",Yes,High School,6,9,Highly Rural/ Rural," $6,596.00 ",#REF!
4591,53," $183,296.00 ",No,PhD,0,14,Highly Urban/ Urban," $5,274.00 ",#REF!
4592,50," $31,889.00 ",Yes,<High School,4,6,Highly Rural/ Rural, $-   ,#REF!
4593,56," $33,193.00 ",Yes,High School,1,1,Highly Urban/ Urban," $4,196.00 ",#REF!
4594,37," $65,715.00 ",Yes,High School,0,9,Highly Urban/ Urban, $-   ,#REF!
4595,53, $-   ,Yes,<High School,4,1,Highly Urban/ Urban," $4,543.00 ",#REF!
4596,38," $91,424.00 ",No,Bachelors,1,8,Highly Urban/ Urban, $-   ,#REF!
4597,44," $55,241.00 ",No,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
4598,51," $37,174.00 ",Yes,Bachelors,5,1,Highly Urban/ Urban, $-   ,#REF!
4599,49," $120,694.00 ",No,Masters,0,19,Highly Urban/ Urban, $-   ,#REF!
4600,41," $66,405.00 ",Yes,Bachelors,0,16,Highly Urban/ Urban, $-   ,#REF!
4601,55," $91,610.00 ",Yes,High School,3,8,Highly Urban/ Urban," $7,409.00 ",#REF!
4602,49," $39,490.00 ",No,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4603,56, $-   ,No,High School,0,8,Highly Rural/ Rural, $-   ,#REF!
4604,48," $166,907.00 ",No,Masters,2,7,Highly Urban/ Urban, $-   ,#REF!
4605,39, $-   ,Yes,Bachelors,3,11,Highly Urban/ Urban, $654.00 ,#REF!
4606,50," $87,332.00 ",Yes,Bachelors,1,11,Highly Rural/ Rural, $-   ,#REF!
4607,36," $89,509.00 ",Yes,Bachelors,6,12,Highly Urban/ Urban," $5,288.00 ",#REF!
4608,41," $32,437.00 ",Yes,Bachelors,3,12,Highly Urban/ Urban," $7,501.00 ",#REF!
4609,38," $137,075.00 ",Yes,Masters,0,16,Highly Urban/ Urban, $-   ,#REF!
4610,38," $7,443.00 ",Yes,<High School,1,1,Highly Urban/ Urban, $-   ,#REF!
4611,47," $82,992.00 ",Yes,Masters,7,1,Highly Urban/ Urban," $38,649.00 ",#REF!
4612,50," $68,517.00 ",No,Masters,0,12,Highly Urban/ Urban, $-   ,#REF!
4613,50," $157,531.00 ",No,Masters,6,17,Highly Urban/ Urban," $4,156.00 ",#REF!
4614,35," $26,048.00 ",No,High School,3,1,Highly Urban/ Urban, $-   ,#REF!
4615,35," $17,972.00 ",Yes,<High School,4,1,Highly Urban/ Urban," $6,890.00 ",#REF!
4616,57," $106,922.00 ",No,Bachelors,1,7,Highly Urban/ Urban," $4,169.00 ",#REF!
4617,50," $50,899.00 ",No,High School,3,1,Highly Urban/ Urban, $-   ,#REF!
4618,43," $61,206.00 ",No,Bachelors,2,1,Highly Urban/ Urban," $4,752.00 ",#REF!
4619,39," $103,003.00 ",No,Bachelors,4,12,Highly Urban/ Urban," $9,627.00 ",#REF!
4620,42," $42,589.00 ",Yes,High School,1,7,Highly Urban/ Urban, $-   ,#REF!
4621,43," $91,165.00 ",No,Masters,1,17,Highly Urban/ Urban," $4,099.00 ",#REF!
4622,36, $-   ,Yes,<High School,4,3,Highly Urban/ Urban," $9,895.00 ",#REF!
4623,53," $46,979.00 ",No,High School,1,9,Highly Urban/ Urban," $5,011.00 ",#REF!
4624,38," $47,366.00 ",No,High School,1,6,Highly Urban/ Urban, $-   ,#REF!
4625,53," $30,632.00 ",No,<High School,2,5,Highly Urban/ Urban," $40,763.00 ",#REF!
4626,53, $-   ,Yes,High School,1,5,Highly Urban/ Urban, $-   ,#REF!
4627,40," $24,189.00 ",Yes,<High School,0,6,Highly Urban/ Urban," $3,961.00 ",#REF!
4628,53, $-   ,Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
4629,45," $102,765.00 ",No,Masters,0,17,Highly Urban/ Urban," $5,796.00 ",#REF!
4630,32," $37,320.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
4631,39," $14,054.00 ",Yes,<High School,4,1,Highly Rural/ Rural, $-   ,#REF!
4632,45," $61,710.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   ,#REF!
4633,34," $37,806.00 ",Yes,Bachelors,0,8,Highly Rural/ Rural, $-   ,#REF!
4634,36," $101,575.00 ",No,Bachelors,1,11,Highly Urban/ Urban," $2,862.00 ",#REF!
4635,28," $21,970.00 ",No,<High School,3,6,Highly Urban/ Urban," $2,004.00 ",#REF!
4636,55," $31,875.00 ",No,<High School,1,1,Highly Urban/ Urban," $41,844.00 ",#REF!
4637,50," $150,619.00 ",No,Bachelors,0,14,Highly Rural/ Rural, $-   ,#REF!
4638,36," $6,528.00 ",Yes,<High School,7,3,Highly Urban/ Urban," $11,290.00 ",#REF!
4639,54," $64,423.00 ",No,PhD,0,16,Highly Urban/ Urban, $-   ,#REF!
4640,47, $-   ,No,Bachelors,3,1,Highly Urban/ Urban," $41,175.00 ",#REF!
4641,39," $129,132.00 ",No,PhD,0,25,Highly Urban/ Urban, $-   ,#REF!
4642,47," $119,454.00 ",No,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
4643,62," $29,453.00 ",Yes,Bachelors,0,17,Highly Urban/ Urban, $-   ,#REF!
4644,51," $62,349.00 ",Yes,Bachelors,6,7,Highly Urban/ Urban," $6,127.00 ",#REF!
4645,45," $62,808.00 ",Yes,Bachelors,1,12,Highly Urban/ Urban," $1,266.00 ",#REF!
4646,62," $35,296.00 ",Yes,High School,8,9,Highly Urban/ Urban," $4,764.00 ",#REF!
4647,40," $98,471.00 ",No,Masters,3,14,Highly Urban/ Urban," $3,495.00 ",#REF!
4648,50, $-   ,No,<High School,0,5,Highly Rural/ Rural, $-   ,#REF!
4649,45," $27,266.00 ",No,<High School,1,6,Highly Urban/ Urban," $5,788.00 ",#REF!
4650,27," $25,564.00 ",No,<High School,2,1,Highly Urban/ Urban, $-   ,#REF!
4651,40," $54,417.00 ",No,High School,2,7,Highly Urban/ Urban, $-   ,#REF!
4652,56," $54,286.00 ",No,High School,4,5,Highly Urban/ Urban," $6,216.00 ",#REF!
4653,42," $125,243.00 ",Yes,Bachelors,2,13,Highly Rural/ Rural, $-   ,#REF!
4654,64," $120,539.00 ",Yes,Masters,0,17,Highly Urban/ Urban, $-   ,#REF!
4655,50," $40,552.00 ",Yes,High School,3,4,Highly Urban/ Urban," $38,792.00 ",#REF!
4656,52," $18,426.00 ",No,<High School,2,1,Highly Urban/ Urban," $3,653.00 ",#REF!
4657,32," $21,204.00 ",Yes,<High School,2,1,Highly Urban/ Urban, $-   ,#REF!
4658,46," $28,996.00 ",No,High School,1,9,Highly Urban/ Urban, $-   ,#REF!
4659,58," $181,620.00 ",Yes,Masters,0,16,Highly Urban/ Urban, $-   ,#REF!
4660,36," $34,658.00 ",Yes,High School,7,1,Highly Urban/ Urban," $30,192.00 ",#REF!
4661,38, $-   ,No,Bachelors,0,7,Highly Rural/ Rural, $-   ,#REF!
4662,46," $132,651.00 ",Yes,Masters,1,12,Highly Urban/ Urban, $-   ,#REF!
4663,43," $74,518.00 ",Yes,<High School,5,1,Highly Urban/ Urban," $1,464.00 ",#REF!
4664,33," $17,686.00 ",Yes,High School,3,5,Highly Urban/ Urban," $10,388.00 ",#REF!
4665,44," $39,077.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4666,38," $10,631.00 ",No,High School,3,6,Highly Rural/ Rural, $-   ,#REF!
4667,45," $28,725.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4668,42," $85,664.00 ",No,PhD,0,14,Highly Urban/ Urban, $-   ,#REF!
4669,39," $46,674.00 ",No,Bachelors,0,9,Highly Urban/ Urban, $652.00 ,#REF!
4670,48," $29,702.00 ",No,High School,1,8,Highly Rural/ Rural, $-   ,#REF!
4671,57, $-   ,No,Bachelors,1,8,Highly Urban/ Urban, $-   ,#REF!
4672,31," $33,782.00 ",No,High School,0,5,Highly Urban/ Urban, $-   ,#REF!
4673,18, $-   ,Yes,High School,7,5,Highly Urban/ Urban," $14,140.00 ",#REF!
4674,38," $44,809.00 ",No,<High School,0,8,Highly Urban/ Urban, $-   ,#REF!
4675,43," $97,542.00 ",Yes,Bachelors,2,7,Highly Urban/ Urban, $-   ,#REF!
4676,53," $74,826.00 ",Yes,High School,0,4,Highly Rural/ Rural, $-   ,#REF!
4677,23," $14,307.00 ",Yes,Bachelors,4,1,Highly Urban/ Urban, $-   ,#REF!
4678,53," $24,992.00 ",Yes,Bachelors,0,6,Highly Urban/ Urban, $-   ,#REF!
4679,52," $33,560.00 ",Yes,High School,0,9,Highly Urban/ Urban," $24,301.00 ",#REF!
4680,39, $-   ,No,High School,0,9,Highly Rural/ Rural, $-   ,#REF!
4681,33, $-   ,Yes,<High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4682,32," $42,018.00 ",Yes,Bachelors,4,8,Highly Urban/ Urban, $-   ,#REF!
4683,45, $-   ,Yes,High School,0,8,Highly Rural/ Rural, $-   ,#REF!
4684,35," $47,643.00 ",Yes,High School,0,1,Highly Urban/ Urban," $7,165.00 ",#REF!
4685,38," $21,852.00 ",Yes,High School,1,5,Highly Urban/ Urban, $613.00 ,#REF!
4686,41," $96,813.00 ",Yes,Bachelors,3,7,Highly Urban/ Urban," $10,764.00 ",#REF!
4687,53," $154,099.00 ",No,PhD,0,16,Highly Urban/ Urban, $-   ,#REF!
4688,45, $-   ,Yes,High School,2,1,Highly Urban/ Urban, $-   ,#REF!
4689,47, $-   ,No,PhD,0,20,Highly Urban/ Urban, $-   ,#REF!
4690,41," $290,846.00 ",Yes,Masters,0,18,Highly Urban/ Urban," $4,422.00 ",#REF!
4691,44," $118,257.00 ",Yes,Bachelors,0,10,Highly Urban/ Urban, $-   ,#REF!
4692,44," $40,711.00 ",Yes,Bachelors,0,8,Highly Urban/ Urban, $-   ,#REF!
4693,31," $31,476.00 ",No,<High School,0,1,Highly Urban/ Urban, $-   ,#REF!
4694,54," $72,289.00 ",No,<High School,5,1,Highly Urban/ Urban," $39,793.00 ",#REF!
4695,34," $14,769.00 ",Yes,<High School,3,1,Highly Urban/ Urban, $-   ,#REF!
4696,46," $152,992.00 ",Yes,PhD,0,17,Highly Urban/ Urban, $-   ,#REF!
4697,34," $54,488.00 ",Yes,High School,0,1,Highly Urban/ Urban," $4,470.00 ",#REF!
4698,53," $49,636.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
4699,36," $43,680.00 ",Yes,High School,0,6,Highly Urban/ Urban," $6,121.00 ",#REF!
4700,40," $74,402.00 ",Yes,High School,2,7,Highly Urban/ Urban," $2,712.00 ",#REF!
4701,51," $24,789.00 ",No,PhD,4,10,Highly Urban/ Urban," $3,633.00 ",#REF!
4702,35," $38,370.00 ",Yes,High School,3,7,Highly Urban/ Urban, $-   ,#REF!
4703,50," $4,766.00 ",Yes,<High School,0,4,Highly Urban/ Urban," $10,506.00 ",#REF!
4704,22," $11,047.00 ",No,<High School,0,8,Highly Urban/ Urban," $6,996.00 ",#REF!
4705,61," $127,649.00 ",Yes,Masters,3,19,Highly Urban/ Urban," $5,827.00 ",#REF!
4706,57," $20,635.00 ",Yes,Bachelors,0,1,Highly Rural/ Rural, $-   ,#REF!
4707,34," $14,942.00 ",Yes,<High School,9,1,Highly Urban/ Urban," $9,925.00 ",#REF!
4708,37," $25,513.00 ",Yes,<High School,1,1,Highly Urban/ Urban," $5,393.00 ",#REF!
4709,44," $89,627.00 ",No,Masters,0,17,Highly Urban/ Urban, $-   ,#REF!
4710,39," $117,244.00 ",Yes,Masters,2,14,Highly Urban/ Urban, $-   ,#REF!
4711,40," $40,744.00 ",Yes,Bachelors,0,1,Highly Rural/ Rural, $-   ,#REF!
4712,60," $35,092.00 ",Yes,Masters,0,13,Highly Urban/ Urban," $2,601.00 ",#REF!
4713,44," $29,974.00 ",Yes,High School,2,6,Highly Rural/ Rural, $-   ,#REF!
4714,36," $69,223.00 ",Yes,High School,2,11,Highly Urban/ Urban, $-   ,#REF!
4715,51," $13,275.00 ",No,High School,1,5,Highly Urban/ Urban," $6,057.00 ",#REF!
4716,49," $74,669.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban," $6,880.00 ",#REF!
4717,48," $24,713.00 ",Yes,<High School,1,4,Highly Urban/ Urban, $-   ,#REF!
4718,37," $73,941.00 ",No,Bachelors,4,10,Highly Urban/ Urban," $7,372.00 ",#REF!
4719,47," $127,738.00 ",No,PhD,0,12,Highly Urban/ Urban," $50,375.00 ",#REF!
4720,38," $34,734.00 ",Yes,Bachelors,4,14,Highly Rural/ Rural, $-   ,#REF!
4721,39," $51,524.00 ",No,<High School,0,1,Highly Urban/ Urban, $-   ,#REF!
4722,48," $37,854.00 ",Yes,Masters,6,16,Highly Urban/ Urban," $1,245.00 ",#REF!
4723,41," $23,097.00 ",Yes,<High School,6,1,Highly Urban/ Urban," $6,138.00 ",#REF!
4724,39, $-   ,No,Bachelors,6,14,Highly Urban/ Urban," $3,855.00 ",#REF!
4725,53," $76,876.00 ",Yes,PhD,0,19,Highly Rural/ Rural, $-   ,#REF!
4726,44," $67,373.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   ,#REF!
4727,35," $69,943.00 ",No,High School,2,1,Highly Urban/ Urban, $-   ,#REF!
4728,35," $88,298.00 ",No,Bachelors,3,19,Highly Urban/ Urban, $-   ,#REF!
4729,47," $2,916.00 ",Yes,Masters,2,22,Highly Rural/ Rural, $-   ,#REF!
4730,40," $42,507.00 ",Yes,High School,0,8,Highly Rural/ Rural, $-   ,#REF!
4731,39," $39,643.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban," $6,656.00 ",#REF!
4732,39," $43,971.00 ",Yes,High School,1,1,Highly Urban/ Urban, $-   ,#REF!
4733,63," $106,372.00 ",Yes,Bachelors,0,8,Highly Urban/ Urban," $3,679.00 ",#REF!
4734,45," $66,508.00 ",No,Bachelors,5,16,Highly Urban/ Urban," $19,698.00 ",#REF!
4735,31," $33,483.00 ",Yes,High School,5,6,Highly Rural/ Rural, $-   ,#REF!
4736,51," $37,611.00 ",Yes,High School,0,6,Highly Urban/ Urban, $-   ,#REF!
4737,53," $98,678.00 ",Yes,Bachelors,0,1,Highly Rural/ Rural, $-   ,#REF!
4738,52," $55,891.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
4739,46," $82,996.00 ",Yes,Masters,0,11,Highly Urban/ Urban, $-   ,#REF!
4740,49," $91,922.00 ",Yes,Bachelors,1,9,Highly Urban/ Urban, $-   ,#REF!
4741,61," $106,108.00 ",No,Masters,0,16,Highly Urban/ Urban, $-   ,#REF!
4742,57," $161,208.00 ",Yes,Masters,0,9,Highly Urban/ Urban, $-   ,#REF!
4743,45," $67,218.00 ",Yes,Masters,3,12,Highly Urban/ Urban," $2,581.00 ",#REF!
4744,25," $18,159.00 ",Yes,High School,7,1,Highly Urban/ Urban," $5,117.00 ",#REF!
4745,47," $28,163.00 ",No,<High School,0,5,Highly Urban/ Urban," $17,368.00 ",#REF!
4746,38," $57,371.00 ",Yes,Bachelors,1,9,Highly Rural/ Rural, $-   ,#REF!
4747,55," $56,227.00 ",Yes,High School,7,1,Highly Urban/ Urban," $6,552.00 ",#REF!
4748,50," $21,642.00 ",No,<High School,0,5,Highly Rural/ Rural, $-   ,#REF!
4749,41," $119,354.00 ",Yes,Masters,4,18,Highly Urban/ Urban," $38,312.00 ",#REF!
4750,47," $28,129.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4751,47," $56,256.00 ",Yes,High School,1,1,Highly Urban/ Urban," $1,381.00 ",#REF!
4752,40," $20,753.00 ",No,High School,4,9,Highly Urban/ Urban," $3,068.00 ",#REF!
4753,48, $-   ,Yes,PhD,3,14,Highly Urban/ Urban," $5,316.00 ",#REF!
4754,53," $73,849.00 ",No,PhD,1,14,Highly Urban/ Urban," $10,816.00 ",#REF!
4755,37," $85,292.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   ,#REF!
4756,47," $45,023.00 ",Yes,High School,1,7,Highly Urban/ Urban, $-   ,#REF!
4757,44," $8,928.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
4758,68," $50,096.00 ",Yes,Masters,4,13,Highly Urban/ Urban," $5,209.00 ",#REF!
4759,56," $74,784.00 ",Yes,Bachelors,0,15,Highly Urban/ Urban, $-   ,#REF!
4760,45," $76,534.00 ",Yes,Bachelors,0,1,Highly Urban/ Urban, $-   ,#REF!
4761,50," $54,873.00 ",Yes,High School,5,11,Highly Urban/ Urban," $29,181.00 ",#REF!
4762,49," $97,623.00 ",Yes,Bachelors,0,8,Highly Rural/ Rural, $-   ,#REF!
4763,28," $32,509.00 ",Yes,<High School,0,3,Highly Urban/ Urban," $11,240.00 ",#REF!
4764,32," $23,504.00 ",Yes,High School,0,7,Highly Urban/ Urban, $-   ,#REF!
4765,37," $24,736.00 ",Yes,High School,1,1,Highly Rural/ Rural, $-   ,#REF!
4766,52," $49,010.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   ,#REF!
4767,39," $52,589.00 ",No,PhD,6,18,Highly Urban/ Urban," $4,823.00 ",#REF!
4768,56," $98,830.00 ",Yes,Bachelors,0,14,Highly Urban/ Urban, $-   ,#REF!
4769,51," $139,745.00 ",No,PhD,0,9,Highly Urban/ Urban, $-   ,#REF!
4770,43," $79,388.00 ",Yes,Bachelors,2,6,Highly Urban/ Urban, $-   ,#REF!
4771,54," $122,773.00 ",No,Bachelors,3,7,Highly Urban/ Urban," $5,517.00 ",#REF!
4772,34," $13,148.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban," $4,005.00 ",#REF!
4773,51," $68,245.00 ",Yes,Bachelors,2,8,Highly Urban/ Urban, $-   ,#REF!
4774,30," $18,721.00 ",No,<High School,0,4,Highly Rural/ Rural, $-   ,#REF!
4775,48," $144,922.00 ",No,Masters,0,20,Highly Urban/ Urban, $-   ,#REF!
4776,39, $138.00 ,No,<High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4777,59," $43,118.00 ",Yes,High School,4,9,Highly Rural/ Rural, $-   ,#REF!
4778,41," $65,885.00 ",No,High School,4,8,Highly Urban/ Urban, $-   ,#REF!
4779,57," $38,253.00 ",No,High School,6,1,Highly Urban/ Urban," $4,588.00 ",#REF!
4780,37," $107,937.00 ",No,Masters,1,12,Highly Urban/ Urban," $5,730.00 ",#REF!
4781,52," $22,658.00 ",Yes,<High School,7,5,Highly Urban/ Urban," $5,369.00 ",#REF!
4782,50," $40,854.00 ",Yes,High School,7,1,Highly Urban/ Urban," $5,928.00 ",#REF!
4783,48," $98,569.00 ",Yes,Bachelors,2,11,Highly Urban/ Urban, $-   ,#REF!
4784,41," $9,836.00 ",No,High School,3,1,Highly Urban/ Urban, $-   ,#REF!
4785,52," $51,446.00 ",Yes,High School,2,7,Highly Urban/ Urban, $-   ,#REF!
4786,47," $66,524.00 ",No,Bachelors,0,12,Highly Urban/ Urban, $-   ,#REF!
4787,55," $74,027.00 ",Yes,Masters,0,11,Highly Urban/ Urban, $-   ,#REF!
4788,50," $46,269.00 ",Yes,Masters,5,21,Highly Urban/ Urban," $5,109.00 ",#REF!
4789,61," $62,063.00 ",Yes,Masters,2,20,Highly Urban/ Urban," $4,641.00 ",#REF!
4790,53," $30,319.00 ",No,High School,2,1,Highly Urban/ Urban, $-   ,#REF!
4791,49, $-   ,Yes,High School,7,1,Highly Urban/ Urban," $5,032.00 ",#REF!
4792,55," $70,628.00 ",No,Bachelors,5,11,Highly Urban/ Urban," $5,493.00 ",#REF!
4793,51," $57,906.00 ",Yes,Bachelors,5,17,Highly Urban/ Urban," $10,019.00 ",#REF!
4794,51," $38,668.00 ",No,Bachelors,2,7,Highly Rural/ Rural," $31,344.00 ",#REF!
4795,39," $58,544.00 ",No,Bachelors,4,9,Highly Rural/ Rural, $-   ,#REF!
4796,40," $2,660.00 ",Yes,<High School,3,6,Highly Rural/ Rural, $-   ,#REF!
4797,37," $54,416.00 ",No,Masters,1,10,Highly Urban/ Urban, $-   ,#REF!
4798,44," $69,236.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
4799,39," $12,854.00 ",No,<High School,3,8,Highly Rural/ Rural," $2,452.00 ",#REF!
4800,51," $68,128.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
4801,41," $36,807.00 ",No,<High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4802,40, $-   ,No,Bachelors,3,13,Highly Urban/ Urban," $9,603.00 ",#REF!
4803,33," $95,584.00 ",No,Bachelors,0,9,Highly Rural/ Rural, $-   ,#REF!
4804,35," $78,582.00 ",Yes,Bachelors,1,6,Highly Urban/ Urban, $-   ,#REF!
4805,55," $30,028.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4806,56, $-   ,Yes,Bachelors,1,10,Highly Urban/ Urban, $-   ,#REF!
4807,35," $64,379.00 ",No,Bachelors,0,12,Highly Rural/ Rural, $-   ,#REF!
4808,45, $-   ,No,Bachelors,1,11,Highly Urban/ Urban," $3,373.00 ",#REF!
4809,33," $82,407.00 ",No,High School,0,6,Highly Urban/ Urban," $1,794.00 ",#REF!
4810,48," $97,019.00 ",No,Bachelors,1,8,Highly Urban/ Urban," $1,065.00 ",#REF!
4811,54," $64,155.00 ",Yes,Bachelors,1,17,Highly Urban/ Urban," $7,884.00 ",#REF!
4812,46," $44,358.00 ",Yes,<High School,2,6,Highly Rural/ Rural, $-   ,#REF!
4813,42, $-   ,No,<High School,0,7,Highly Rural/ Rural," $48,684.00 ",#REF!
4814,48," $64,133.00 ",No,High School,0,8,Highly Urban/ Urban, $-   ,#REF!
4815,45," $101,470.00 ",Yes,Bachelors,3,11,Highly Urban/ Urban, $-   ,#REF!
4816,32, $-   ,Yes,<High School,4,1,Highly Urban/ Urban, $-   ,#REF!
4817,26," $110,880.00 ",Yes,Masters,3,14,Highly Urban/ Urban, $-   ,#REF!
4818,49," $104,462.00 ",No,Masters,0,13,Highly Urban/ Urban, $-   ,#REF!
4819,56," $142,333.00 ",Yes,Bachelors,0,12,Highly Urban/ Urban, $-   ,#REF!
4820,46," $46,926.00 ",Yes,Bachelors,0,11,Highly Rural/ Rural, $-   ,#REF!
4821,37," $78,341.00 ",No,Bachelors,2,11,Highly Urban/ Urban," $3,857.00 ",#REF!
4822,47," $94,054.00 ",Yes,Bachelors,1,6,Highly Urban/ Urban, $-   ,#REF!
4823,64," $65,398.00 ",Yes,Masters,0,15,Highly Urban/ Urban," $9,658.00 ",#REF!
4824,33," $28,182.00 ",Yes,High School,4,1,Highly Urban/ Urban, $-   ,#REF!
4825,42," $58,460.00 ",No,<High School,1,4,Highly Rural/ Rural, $-   ,#REF!
4826,44," $67,730.00 ",Yes,<High School,1,1,Highly Rural/ Rural, $-   ,#REF!
4827,41," $85,545.00 ",No,Masters,4,21,Highly Urban/ Urban," $26,003.00 ",#REF!
4828,39," $19,785.00 ",Yes,<High School,0,8,Highly Urban/ Urban, $-   ,#REF!
4829,38, $730.00 ,Yes,Bachelors,0,9,Highly Rural/ Rural, $-   ,#REF!
4830,25," $59,896.00 ",Yes,Bachelors,4,7,Highly Urban/ Urban," $30,213.00 ",#REF!
4831,53," $21,267.00 ",No,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
4832,37, $-   ,Yes,High School,0,8,Highly Urban/ Urban," $6,064.00 ",#REF!
4833,56," $231,004.00 ",Yes,PhD,0,17,Highly Urban/ Urban," $7,092.00 ",#REF!
4834,37," $45,147.00 ",Yes,Masters,1,17,Highly Urban/ Urban," $23,588.00 ",#REF!
4835,51, $-   ,Yes,High School,0,8,Highly Rural/ Rural, $-   ,#REF!
4836,55," $37,523.00 ",Yes,<High School,0,3,Highly Urban/ Urban, $-   ,#REF!
4837,50," $154,602.00 ",No,Masters,1,11,Highly Urban/ Urban, $-   ,#REF!
4838,55," $48,509.00 ",Yes,High School,1,8,Highly Urban/ Urban," $9,009.00 ",#REF!
4839,48, $-   ,Yes,High School,5,10,Highly Urban/ Urban," $4,969.00 ",#REF!
4840,51," $85,345.00 ",Yes,Masters,5,15,Highly Urban/ Urban," $8,481.00 ",#REF!
4841,50," $28,299.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   ,#REF!
4842,53," $58,319.00 ",No,Masters,5,15,Highly Urban/ Urban," $4,582.00 ",#REF!
4843,52," $67,096.00 ",No,PhD,0,15,Highly Urban/ Urban, $-   ,#REF!
